"customerid","personid","salesorderid","totaldue"
11262,20532,57634,"15.4479"
11262,20532,54218,"114.8758"
11262,20532,53789,"32.034"
11262,20532,53414,"82.8529"
11263,8473,72776,"862.8061"
11263,8473,51184,"2646.4419"
11263,8473,45581,"3953.9884"
11264,5022,72051,"890.9836"
11264,5022,51265,"2625.4248"
11266,3560,51554,"2590.0758"
11266,3560,45657,"3953.9884"
11267,6679,51345,"2613.2808"
11267,6679,45706,"3953.9884"
11268,9972,70906,"101.6269"
11268,9972,58851,"6.9394"
11269,6565,66126,"44.189"
11269,6565,64739,"2.5305"
11270,17332,51346,"2658.5748"
11270,17332,45658,"3953.9884"
11271,9120,51590,"2646.4419"
11271,9120,45771,"3953.9884"
11272,11652,51444,"2648.6408"
11272,11652,45718,"3953.9884"
11273,5982,58492,"178.2255"
11273,5982,57992,"123.6937"
11274,5755,53280,"2552.5169"
11274,5755,45583,"3953.9884"
11275,11516,51430,"2626.5408"
11275,11516,45588,"3953.9884"
11276,15449,74923,"76.2119"
11276,15449,74784,"8.7848"
11276,15449,74196,"71.7919"
11276,15449,74192,"6.9394"
11276,15449,73815,"36.023"
11276,15449,73352,"16.8292"
11276,15449,73201,"36.023"
11276,15449,73199,"40.432"
11276,15449,71377,"5.514"
11276,15449,70846,"44.189"
11276,15449,70615,"36.023"
11276,15449,70327,"44.1779"
11276,15449,69965,"82.2783"
11276,15449,67782,"11.3152"
11276,15449,65575,"41.1834"
11276,15449,64393,"30.1444"
11276,15449,64317,"141.3848"
11276,15449,64254,"59.659"
11276,15449,62834,"28.1554"
11276,15449,62546,"32.034"
11276,15449,62412,"15.7242"
11276,15449,58708,"38.664"
11276,15449,58252,"15.4479"
11276,15449,56611,"66.8194"
11276,15449,55695,"33.1279"
11276,15449,52473,"38.664"
11276,15449,51933,"34.5534"
11277,4855,74728,"35.6584"
11277,4855,74660,"79.0959"
11277,4855,74447,"28.1554"
11277,4855,71351,"8.7848"
11277,4855,70176,"91.262"
11277,4855,69966,"15.4479"
11277,4855,69104,"43.0729"
11277,4855,66792,"103.3065"
11277,4855,66163,"34.5534"
11277,4855,65893,"27.614"
11277,4855,63897,"98.3119"
11277,4855,63839,"28.1554"
11277,4855,63834,"2.5305"
11277,4855,62253,"106.1574"
11277,4855,62088,"9.934"
11277,4855,61499,"123.1412"
11277,4855,59299,"87.2508"
11277,4855,58081,"59.659"
11277,4855,57958,"38.664"
11277,4855,57756,"167.1534"
11277,4855,56281,"75.0627"
11277,4855,56197,"16.8292"
11277,4855,55880,"43.0729"
11277,4855,54443,"98.3119"
11277,4855,53042,"46.7194"
11277,4855,53023,"79.0959"
11277,4855,52113,"38.664"
11278,16067,51277,"2574.6279"
11278,16067,45700,"3953.9884"
11279,2996,60671,"46.7194"
11279,2996,53787,"2.5305"
11280,15746,63837,"2.5305"
11280,15746,61350,"82.8529"
11281,19134,51417,"2588.9266"
11281,19134,45678,"3953.9884"
11282,18134,51264,"2674.6083"
11282,18134,45594,"3953.9884"
11283,10416,65104,"2.5305"
11283,10416,58878,"46.7194"
11284,13914,57339,"49.9902"
11284,13914,52335,"11.3152"
11285,3992,69180,"2.5305"
11285,3992,62915,"138.6444"
11286,6067,51553,"2625.4248"
11286,6067,45731,"3953.9884"
11287,15978,75096,"98.3119"
11287,15978,74597,"33.1279"
11287,15978,74316,"42.9624"
11287,15978,72148,"33.139"
11287,15978,71378,"66.2779"
11287,15978,70687,"37.5479"
11287,15978,70525,"98.3229"
11287,15978,69660,"8.7848"
11287,15978,68211,"30.6859"
11287,15978,67507,"37.5479"
11287,15978,63498,"65.7254"
11287,15978,63003,"9.934"
11287,15978,62957,"59.659"
11287,15978,62544,"34.5534"
11287,15978,61674,"65.1729"
11287,15978,60473,"36.023"
11287,15978,60201,"26.2769"
11287,15978,59424,"42.9624"
11287,15978,58550,"75.0627"
11287,15978,58424,"2.5305"
11287,15978,58202,"71.7919"
11287,15978,57554,"26.4869"
11287,15978,55756,"27.614"
11287,15978,55342,"16.8292"
11287,15978,53385,"92.7869"
11287,15978,52422,"43.3381"
11287,15978,51936,"106.1574"
11288,7340,64710,"82.8529"
11288,7340,53886,"2.5305"
11289,9943,51489,"2571.5671"
11289,9943,45646,"3953.9884"
11290,9500,51677,"2602.2529"
11290,9500,45723,"3953.9884"
11291,10573,51533,"2535.964"
11291,10573,45624,"3953.9884"
11292,4363,51230,"2576.8048"
11292,4363,45695,"3953.9884"
11293,5643,54439,"11.3152"
11293,5643,53273,"82.8529"
11294,4480,74335,"44.189"
11294,4480,67029,"2.5305"
11295,12166,51380,"2740.3779"
11295,12166,45759,"3953.9884"
11296,3390,51959,"2562.7823"
11296,3390,45603,"3953.9884"
11297,6090,53056,"2618.8169"
11297,6090,45766,"3953.9884"
11298,13588,53122,"2590.0758"
11298,13588,45668,"3953.9884"
11299,18920,53281,"2692.8519"
11299,18920,45767,"3953.9884"
11300,13098,74226,"121.5169"
11300,13098,73437,"109.3398"
11300,13098,73197,"46.3327"
11300,13098,70767,"65.7254"
11300,13098,69740,"98.3119"
11300,13098,69182,"183.7394"
11300,13098,67164,"19.0834"
11300,13098,66785,"4.409"
11300,13098,65975,"65.1729"
11300,13098,64417,"121.5058"
11300,13098,64397,"42.9624"
11300,13098,64195,"23.7465"
11300,13098,63771,"31.4704"
11300,13098,63770,"2.5305"
11300,13098,63307,"33.1279"
11300,13098,62896,"119.8483"
11300,13098,62876,"38.664"
11300,13098,61611,"66.8194"
11300,13098,60130,"9.934"
11300,13098,58370,"42.9624"
11300,13098,58365,"97.7483"
11300,13098,56487,"38.664"
11300,13098,54662,"8.7848"
11300,13098,54388,"82.8529"
11300,13098,53835,"101.1959"
11300,13098,52083,"35.6694"
11300,13098,52035,"45.957"
11301,17545,68184,"142.5119"
11301,17545,59769,"2.5305"
11302,13173,52147,"2607.7116"
11302,13173,45636,"3953.9884"
11303,20393,53235,"2538.4944"
11303,20393,45610,"3953.9884"
11304,11060,56609,"2.5305"
11304,11060,54754,"132.5116"
11305,15658,63588,"82.8529"
11305,15658,54988,"2.5305"
11306,6569,65922,"44.189"
11306,6569,61282,"2.5305"
11307,17232,52452,"2636.4748"
11307,17232,45625,"3953.9884"
11308,13892,74695,"2.5305"
11308,13892,65923,"101.6269"
11309,11837,74376,"2.5305"
11309,11837,61830,"44.189"
11310,8059,73833,"82.8529"
11310,8059,64074,"2.5305"
11311,10634,66273,"2.5305"
11311,10634,56415,"82.8529"
11312,8443,59318,"44.189"
11312,8443,58143,"2.5305"
11313,12824,71574,"2.5305"
11313,12824,57620,"46.7194"
11314,7316,72199,"11.3152"
11314,7316,53326,"41.2055"
11315,3165,73273,"2.5305"
11315,3165,58320,"44.189"
11317,19474,52956,"2535.964"
11317,19474,45604,"3953.9884"
11318,12090,70325,"2.5305"
11318,12090,68588,"46.7194"
11319,8869,53282,"2598.9158"
11319,8869,45649,"3953.9884"
11320,10675,64578,"77.2616"
11320,10675,60197,"2.5305"
11321,8078,58808,"38.675"
11321,8078,53198,"2.5305"
11322,10780,58363,"2.5305"
11322,10780,54961,"46.7194"
11323,6205,52010,"2758.3784"
11323,6205,45655,"3953.9884"
11324,18495,52319,"2615.4908"
11324,18495,45768,"3953.9884"
11325,5887,52058,"2724.8527"
11325,5887,45717,"3953.9884"
11326,12845,53055,"2618.8169"
11326,12845,45696,"3953.9884"
11327,12429,52104,"2582.6834"
11327,12429,45769,"3953.9884"
11328,13353,55863,"2649.8453"
11328,13353,51310,"2563.589"
11329,2731,52567,"2563.589"
11329,2731,45760,"3953.9884"
11330,17961,74922,"27.614"
11330,17961,73049,"32.0229"
11330,17961,72798,"43.0729"
11330,17961,72081,"42.9624"
11330,17961,71965,"93.8808"
11330,17961,71105,"2.5305"
11330,17961,69674,"67.4934"
11330,17961,68888,"55.239"
11330,17961,68117,"5.514"
11330,17961,67031,"9.934"
11330,17961,65689,"64.6094"
11330,17961,64950,"38.664"
11330,17961,62560,"44.189"
11330,17961,62542,"38.664"
11330,17961,61800,"88.3669"
11330,17961,61555,"35.6584"
11330,17961,60337,"2.5305"
11330,17961,60200,"64.6094"
11330,17961,59510,"32.5754"
11330,17961,59422,"44.1779"
11330,17961,58557,"42.9624"
11330,17961,58556,"79.0959"
11330,17961,58084,"70.6869"
11330,17961,57792,"8.7848"
11330,17961,54112,"32.0229"
11330,17961,53205,"171.2529"
11330,17961,52634,"16.5529"
11331,12526,74975,"43.0729"
11331,12526,72211,"86.1458"
11331,12526,70534,"71.7919"
11331,12526,70104,"8.0444"
11331,12526,69959,"55.239"
11331,12526,66448,"183.7394"
11331,12526,63634,"32.0229"
11331,12526,62775,"38.9292"
11331,12526,62267,"41.2055"
11331,12526,61449,"40.432"
11331,12526,60853,"40.0784"
11331,12526,60266,"32.034"
11331,12526,59292,"30.6859"
11331,12526,58499,"33.139"
11331,12526,58083,"132.6"
11331,12526,57323,"38.5535"
11331,12526,57202,"2.5305"
11331,12526,56147,"30.1444"
11331,12526,55385,"75.1069"
11331,12526,54331,"38.664"
11331,12526,54051,"86.7204"
11331,12526,53632,"109.9807"
11331,12526,53243,"38.664"
11331,12526,53093,"67.4934"
11331,12526,52487,"66.2779"
11331,12526,52484,"30.1444"
11331,12526,52386,"15.4479"
11332,9820,51323,"2602.2529"
11332,9820,45917,"3756.989"
11333,12230,62135,"2673.0613"
11333,12230,51306,"2590.4073"
11333,12230,44228,"3756.989"
11334,11435,62926,"2673.0613"
11334,11435,51249,"2580.1419"
11334,11435,44152,"3756.989"
11335,7551,51288,"2590.4073"
11335,7551,45971,"3756.989"
11336,17116,51307,"2618.8058"
11336,17116,49814,"2288.9187"
11337,7701,62449,"2649.8453"
11337,7701,51531,"2639.8008"
11337,7701,44177,"3729.364"
11338,18341,51207,"2618.8058"
11338,18341,45890,"3729.364"
11339,17934,51641,"2574.6279"
11339,17934,49985,"2264.2536"
11340,16870,51262,"2612.1758"
11340,16870,50184,"2264.2536"
11341,18181,62450,"2710.6092"
11341,18181,51270,"2584.5619"
11341,18181,44382,"3756.989"
11343,10977,62737,"2698.4432"
11343,10977,53399,"2629.8669"
11343,10977,44333,"3756.989"
11344,5432,62668,"2676.9067"
11344,5432,52020,"2538.4944"
11344,5432,44645,"3756.989"
11345,13748,51224,"2602.264"
11345,13748,50133,"2264.2536"
11346,9801,52577,"2711.6148"
11346,9801,49929,"2264.2536"
11351,14384,65135,"2649.8453"
11351,14384,52966,"2535.964"
11351,14384,44889,"3729.364"
11353,17884,63863,"2644.3313"
11353,17884,52967,"2552.5169"
11353,17884,44899,"3729.364"
11356,4274,69791,"874.4086"
11356,4274,59485,"997.7929"
11356,4274,44628,"3729.364"
11357,6416,69654,"820.2968"
11357,6416,60178,"913.2383"
11357,6416,44946,"3729.364"
11358,19727,70821,"896.5086"
11358,19727,59831,"937.5594"
11358,19727,45021,"3729.364"
11359,2917,72355,"838.2751"
11359,2917,62999,"913.2383"
11359,2917,44904,"3729.364"
11360,6819,73709,"858.9607"
11360,6819,65150,"937.5594"
11360,6819,45015,"3756.989"
11361,18498,71432,"55.239"
11361,18498,67503,"71.7919"
11362,13039,66950,"55.239"
11362,13039,55180,"30.1444"
11363,13323,73411,"820.2968"
11363,13323,65396,"987.2844"
11363,13323,44871,"3756.989"
11364,9381,74026,"820.2968"
11364,9381,68469,"888.9504"
11364,9381,44864,"3729.364"
11365,17557,73710,"835.7447"
11365,17557,68470,"987.2844"
11365,17557,44807,"3729.364"
11366,7583,64246,"30.1444"
11366,7583,60771,"55.239"
11367,9186,71494,"30.1444"
11367,9186,61663,"65.1729"
11368,4235,72126,"940.1451"
11368,4235,68937,"972.8862"
11368,4235,44993,"3729.364"
11369,8939,74032,"66.2779"
11369,8939,61545,"65.1729"
11370,19778,67492,"55.239"
11370,19778,62023,"33.1279"
11371,11293,74097,"27.614"
11371,11293,70254,"55.239"
11372,13938,73097,"830.2307"
11372,13938,68070,"927.6254"
11372,13938,44865,"3729.364"
11378,2542,52731,"2613.2919"
11378,2542,50092,"2288.9187"
11379,19036,53350,"2626.5408"
11379,19036,49939,"2264.2536"
11380,17133,52162,"2693.9016"
11380,17133,45891,"3756.989"
11381,10600,64521,"2673.0613"
11381,10600,52161,"2587.8769"
11381,10600,44890,"3756.989"
11382,13644,52846,"2535.964"
11382,13644,50404,"2264.2536"
11387,19112,55493,"1357.8572"
11387,19112,51550,"2602.2529"
11387,19112,45229,"3729.364"
11388,18946,56837,"1402.0682"
11388,18946,51360,"2588.9266"
11388,18946,45087,"3729.364"
11394,20196,63493,"2673.0613"
11394,20196,52108,"2588.9266"
11394,20196,45095,"3756.989"
11395,6089,53006,"2574.6279"
11395,6089,46229,"3756.989"
11398,13507,63494,"2673.0613"
11398,13507,52784,"2535.964"
11398,13507,45088,"3756.989"
11400,8578,62451,"1407.5822"
11400,8578,51206,"2562.4508"
11400,8578,45159,"3729.364"
11401,13814,54100,"635.3529"
11401,13814,51589,"2623.7894"
11401,13814,50328,"2288.9187"
11402,12088,55551,"650.8008"
11402,12088,51228,"2650.8398"
11402,12088,50442,"2288.9187"
11403,15467,58831,"622.9659"
11403,15467,51512,"2649.7348"
11403,15467,50329,"2288.9187"
11406,16378,52469,"2614.3637"
11406,16378,50416,"2264.2536"
11409,7768,51877,"2646.4419"
11409,7768,50533,"2264.2536"
11410,9086,52213,"2668.5419"
11410,9086,50505,"2264.2536"
11412,2903,68197,"2644.3313"
11412,2903,55932,"1928.1919"
11412,2903,52409,"2615.4687"
11412,2903,46160,"3729.364"
11413,19074,65798,"666.8565"
11413,19074,63344,"923.0176"
11413,19074,53135,"2597.8108"
11413,19074,45402,"3756.989"
11414,14749,66412,"858.9607"
11414,14749,65874,"680.0944"
11414,14749,52470,"2650.8619"
11414,14749,45428,"3756.989"
11416,16361,57530,"606.6229"
11416,16361,52109,"2574.6279"
11416,16361,50443,"2264.2536"
11417,12395,73177,"2673.0613"
11417,12395,69841,"835.7447"
11417,12395,64450,"2673.0613"
11417,12395,63360,"606.6229"
11417,12395,59283,"656.3258"
11417,12395,51409,"2720.4769"
11417,12395,50417,"2264.2536"
11419,16758,61002,"54.1119"
11419,16758,54291,"201.9719"
11420,16035,71996,"2720.5432"
11420,16035,70507,"858.9607"
11420,16035,66825,"596.689"
11420,16035,63546,"2688.5092"
11420,16035,62173,"596.689"
11420,16035,51923,"2626.5408"
11420,16035,50380,"2288.9187"
11421,20718,68084,"2634.3974"
11421,20718,58783,"1879.594"
11421,20718,53240,"2535.964"
11421,20718,46146,"3756.989"
11422,2552,70013,"622.0708"
11422,2552,66741,"858.9607"
11422,2552,52160,"2580.1529"
11422,2552,45467,"3756.989"
11423,19791,68805,"2644.3313"
11423,19791,60899,"2011.0448"
11423,19791,53241,"2560.2519"
11423,19791,46463,"3729.364"
11425,8250,73635,"2673.0613"
11425,8250,71346,"630.3694"
11425,8250,66432,"2666.4313"
11425,8250,61734,"635.3529"
11425,8250,52671,"2764.6658"
11425,8250,50591,"2264.2536"
11427,13861,68806,"2671.9453"
11427,13861,61313,"1928.1919"
11427,13861,55033,"2602.2529"
11427,13861,46537,"3756.989"
11428,9769,68949,"2674.4757"
11428,9769,64066,"1939.2529"
11428,9769,54318,"2628.7398"
11428,9769,46429,"3756.989"
11429,3885,73864,"2680.73"
11429,3885,73428,"683.9729"
11429,3885,72122,"650.8008"
11429,3885,66076,"2688.5092"
11429,3885,53290,"2574.6279"
11429,3885,50942,"2288.9187"
11431,3933,67478,"2649.8453"
11431,3933,67142,"1933.7058"
11431,3933,54149,"2613.3029"
11431,3933,46542,"3756.989"
11432,7484,73877,"687.2658"
11432,7484,71995,"612.1369"
11432,7484,66005,"2728.3003"
11432,7484,57414,"1418.6211"
11432,7484,52615,"2574.6279"
11432,7484,50897,"2288.9187"
11433,9067,66368,"2634.3974"
11433,9067,62988,"1402.0682"
11433,9067,55142,"2566.1194"
11433,9067,51259,"2698.4432"
11433,9067,51251,"2699.9018"
11433,9067,50807,"2264.2536"
11434,16076,62202,"23.7465"
11434,16076,60216,"54.1119"
11436,3558,60487,"30.6859"
11436,3558,58446,"59.659"
11439,6238,68807,"2673.0613"
11439,6238,54478,"2591.1808"
11439,6238,54095,"858.9607"
11439,6238,51602,"2673.0613"
11439,6238,51343,"2715.3497"
11439,6238,50777,"2288.9187"
11443,19677,67574,"2673.0613"
11443,19677,56532,"2697.2498"
11443,19677,44866,"3729.364"
11444,16207,59332,"2634.3974"
11444,16207,51629,"2626.5408"
11444,16207,44815,"3729.364"
11445,10473,61081,"2644.3313"
11445,10473,51290,"2547.0029"
11445,10473,44847,"3756.989"
11446,17293,60613,"2742.6542"
11446,17293,51351,"2602.2529"
11446,17293,44947,"3756.989"
11447,10086,59207,"2644.3313"
11447,10086,51291,"2552.5169"
11447,10086,45022,"3729.364"
11448,5746,60630,"2694.0563"
11448,5746,51197,"2562.4508"
11448,5746,44927,"3729.364"
11449,4748,60836,"2644.3313"
11449,4748,51217,"2610.3084"
11449,4748,44956,"3729.364"
11450,19514,60380,"2682.9953"
11450,19514,51652,"2619.0931"
11450,19514,45030,"3729.364"
11451,11260,59578,"2743.2288"
11451,11260,51684,"2615.4687"
11451,11260,45248,"3756.989"
11452,18727,60043,"2644.3313"
11452,18727,51450,"2668.564"
11452,18727,45138,"3729.364"
11453,4028,60518,"2673.0613"
11453,4028,51597,"2633.1377"
11453,4028,45164,"3729.364"
11454,14065,60451,"2673.0613"
11454,14065,51354,"2535.964"
11454,14065,45264,"3729.364"
11455,11827,59208,"2703.9903"
11455,11827,51388,"2563.589"
11455,11827,45082,"3729.364"
11456,13559,59209,"2688.5092"
11456,13559,51267,"2642.5302"
11456,13559,45178,"3756.989"
11457,7065,59271,"2736.5657"
11457,7065,52458,"2607.7558"
11457,7065,45179,"3729.364"
11458,4775,74795,"71.7919"
11458,4775,62759,"8.7848"
11458,4775,55335,"26.4869"
11459,8607,60452,"2673.0613"
11459,8607,52959,"2566.1194"
11459,8607,45238,"3756.989"
11460,4392,59902,"2699.0067"
11460,4392,53126,"2535.964"
11460,4392,45204,"3756.989"
11461,19233,62580,"2673.0613"
11461,19233,53392,"2535.964"
11461,19233,45265,"3729.364"
11462,2393,62818,"2673.0613"
11462,2393,53712,"2566.1194"
11462,2393,45170,"3729.364"
11463,12037,72974,"27.614"
11463,12037,58842,"16.5529"
11463,12037,53881,"8.7848"
11464,12478,61370,"2673.0613"
11464,12478,54364,"2579.5783"
11464,12478,45213,"3729.364"
11465,13084,62085,"2694.0563"
11465,13084,54809,"2563.589"
11465,13084,45156,"3756.989"
11466,9266,64683,"8.7848"
11466,9266,59499,"55.2169"
11466,9266,58425,"35.6584"
11467,10149,74280,"8.7848"
11467,10149,68743,"25.3377"
11467,10149,63303,"27.614"
11468,12983,64716,"1397.6482"
11468,12983,51878,"2563.589"
11468,12983,45394,"3729.364"
11470,10358,53068,"2535.964"
11470,10358,46875,"2264.2536"
11472,2614,69243,"2700.1228"
11472,2614,56268,"2566.1194"
11472,2614,45233,"3756.989"
11479,5624,58581,"612.1369"
11479,5624,53134,"2591.4681"
11479,5624,50842,"2288.9187"
11480,12283,62813,"612.1369"
11480,12283,52329,"2552.5169"
11480,12283,51053,"2288.9187"
11481,2492,56594,"612.1369"
11481,2492,51576,"2624.3529"
11481,2492,46919,"2264.2536"
11482,7115,66152,"2666.4313"
11482,7115,53242,"2602.2529"
11482,7115,45645,"3729.364"
11483,9182,62465,"596.689"
11483,9182,52214,"2602.2529"
11483,9182,51022,"2288.9187"
11484,2965,55379,"606.6229"
11484,2965,51482,"2613.3029"
11484,2965,46710,"2288.9187"
11485,20025,66245,"1381.0732"
11485,20025,52616,"2650.3094"
11485,20025,45684,"3756.989"
11488,8034,65451,"2644.3313"
11488,8034,52022,"2566.1194"
11488,8034,46010,"3729.364"
11489,8865,67259,"2644.3313"
11489,8865,53978,"2607.2033"
11489,8865,46011,"3729.364"
11491,16087,65934,"2710.6092"
11491,16087,53979,"2574.6279"
11491,16087,46176,"3729.364"
11492,4279,52965,"2602.2529"
11492,4279,47176,"2264.2536"
11493,12161,66246,"1357.8572"
11493,12161,53005,"2574.6279"
11493,12161,46230,"3756.989"
11494,15646,67461,"1374.4432"
11494,15646,52282,"2574.6279"
11494,15646,46564,"3756.989"
11496,19051,70146,"1342.4093"
11496,19051,52112,"2650.8398"
11496,19051,46395,"3756.989"
11498,10006,74511,"4.409"
11498,10006,72187,"38.664"
11498,10006,72013,"6.9394"
11498,10006,70559,"82.8529"
11498,10006,67918,"104.3783"
11498,10006,65881,"25.3819"
11498,10006,64188,"2.5305"
11498,10006,61496,"34.5534"
11498,10006,59924,"59.659"
11498,10006,58652,"41.9127"
11498,10006,58039,"27.614"
11498,10006,56655,"23.7465"
11498,10006,55158,"87.2729"
11498,10006,55101,"66.2779"
11498,10006,54834,"5.514"
11498,10006,53626,"8.7848"
11499,11641,61116,"135.1305"
11499,11641,55782,"77.2616"
11500,12637,74536,"2.5305"
11500,12637,74031,"8.7848"
11500,12637,73120,"65.1729"
11500,12637,72874,"87.2619"
11500,12637,71708,"70.6869"
11500,12637,68830,"33.6804"
11500,12637,68343,"15.4479"
11500,12637,64480,"27.614"
11500,12637,63706,"43.0729"
11500,12637,63632,"59.659"
11500,12637,62710,"33.139"
11500,12637,62491,"104.4004"
11500,12637,56708,"34.5534"
11500,12637,56392,"5.514"
11500,12637,52561,"92.7869"
11500,12637,52023,"38.664"
11501,19762,74913,"8.7848"
11501,19762,74909,"153.0204"
11501,19762,74793,"135.1305"
11501,19762,74042,"27.614"
11501,19762,72601,"27.614"
11501,19762,70396,"104.4004"
11501,19762,68967,"70.1344"
11501,19762,68484,"66.8194"
11501,19762,67146,"38.664"
11501,19762,64313,"69.5929"
11501,19762,64178,"54.1119"
11501,19762,61982,"66.2779"
11501,19762,56869,"27.614"
11501,19762,55697,"5.514"
11501,19762,55107,"101.6048"
11501,19762,55102,"6.9394"
11502,14431,75069,"109.3508"
11502,14431,74977,"108.2458"
11502,14431,74161,"36.9402"
11502,14431,71220,"48.5979"
11502,14431,68887,"8.7848"
11502,14431,68104,"8.0444"
11502,14431,66375,"136.4123"
11502,14431,64744,"33.1279"
11502,14431,64009,"91.1294"
11502,14431,61928,"59.659"
11502,14431,59723,"77.3169"
11502,14431,57609,"77.339"
11502,14431,57567,"78.4108"
11502,14431,56654,"70.6869"
11502,14431,54610,"130.3458"
11502,14431,51980,"59.659"
11503,17896,72596,"2.5305"
11503,17896,58675,"65.7365"
11504,10353,57406,"46.7194"
11504,10353,57254,"2.5305"
11505,19853,73791,"55.239"
11505,19853,71233,"69.5929"
11505,19853,67864,"49.9681"
11505,19853,65102,"59.6479"
11505,19853,62089,"8.7848"
11505,19853,61866,"70.6869"
11505,19853,61552,"98.3119"
11505,19853,59351,"8.0444"
11505,19853,57857,"27.614"
11505,19853,57244,"25.3819"
11505,19853,56830,"82.8529"
11505,19853,56084,"136.9979"
11505,19853,55462,"126.4783"
11505,19853,55104,"30.1444"
11505,19853,54269,"26.2769"
11505,19853,53142,"59.659"
11506,18984,74920,"80.6208"
11506,18984,68954,"8.7848"
11506,18984,68901,"44.1779"
11506,18984,67728,"38.675"
11506,18984,66035,"43.0729"
11506,18984,64693,"59.659"
11506,18984,63083,"104.4004"
11506,18984,63073,"4.409"
11506,18984,61609,"43.0619"
11506,18984,61495,"55.239"
11506,18984,59925,"20.9619"
11506,18984,58073,"25.3819"
11506,18984,57911,"69.5929"
